New Training Session, Net Version 50 ,,,
Epoch, iterations, Running Loss, Lowest Running Loss, Mark Number 
770,999,40082.80469,19767.10547,5
771,999,54896.14844,19767.10547,5
772,999,50459.46094,19767.10547,5
773,999,51159.86719,19767.10547,5
774,999,43008.94922,19767.10547,5
775,999,42138.14453,19767.10547,5
776,999,34466.03906,19767.10547,5
777,999,43851.84375,19767.10547,5
778,999,37017.21875,19767.10547,5
779,999,37988.51953,19767.10547,5
780,999,44682.16797,19767.10547,5
781,999,46721.50781,19767.10547,5
782,999,35912.46875,19767.10547,5
783,999,39256.40234,19767.10547,5
784,999,42804.60156,19767.10547,5
785,999,36961.48438,19767.10547,5
786,999,42623.61328,19767.10547,5
787,999,42602.74609,19767.10547,5
788,999,33459.17969,19767.10547,5
789,999,56334.50391,19767.10547,5
790,999,44912.53516,19767.10547,5
791,999,52436.41797,19767.10547,5
792,999,36394.9375,19767.10547,5
793,999,33461.21875,19767.10547,5
794,999,38806.65234,19767.10547,5
795,999,36329.11328,19767.10547,5
796,999,45351.80859,19767.10547,5
797,999,51076.23047,19767.10547,5
798,999,48228.32422,19767.10547,5
799,999,33324.57813,19767.10547,5
800,999,47346.20703,19767.10547,5
801,999,41196.1875,19767.10547,5
802,999,28552.13477,19767.10547,5
803,999,33473.94531,19767.10547,5
804,999,37893.87109,19767.10547,5
805,999,39434.99609,19767.10547,5
806,999,40723.37109,19767.10547,5
807,999,39230.875,19767.10547,5
808,999,40140.52344,19767.10547,5
809,999,50187.04297,19767.10547,5
810,999,43473.66406,19767.10547,5
811,999,51262.70703,19767.10547,5
812,999,36235.92188,19767.10547,5
813,999,36315.25391,19767.10547,5
814,999,46378.75391,19767.10547,5
815,999,47414.58984,19767.10547,5
816,999,34122.875,19767.10547,5
817,999,46198.88281,19767.10547,5
818,999,40718.46484,19767.10547,5
819,999,36150.83984,19767.10547,5
820,999,36565.87109,19767.10547,5
821,999,35012.23828,19767.10547,5
822,999,30310.32031,19767.10547,5
823,999,44957.26563,19767.10547,5
824,999,45651.05859,19767.10547,5
825,999,40391.17188,19767.10547,5
826,999,31886.97852,19767.10547,5
827,999,38067.73828,19767.10547,5
828,999,35027.73438,19767.10547,5
829,999,35777.5625,19767.10547,5
830,999,36128.24609,19767.10547,5
831,999,37193.95703,19767.10547,5
832,999,35428.87109,19767.10547,5
833,999,32147.93945,19767.10547,5
834,999,35528.13281,19767.10547,5
835,999,40783.55469,19767.10547,5
836,999,35596.86719,19767.10547,5
837,999,45881.52344,19767.10547,5
838,999,42703.4375,19767.10547,5
839,999,31585.76367,19767.10547,5
840,999,35658.25781,19767.10547,5
841,999,30901.83203,19767.10547,5
842,999,32476.34766,19767.10547,5
843,999,28293.47266,19767.10547,5
844,999,44811.10156,19767.10547,5
845,999,35758.07422,19767.10547,5
846,999,34620.80469,19767.10547,5
847,999,50219.16406,19767.10547,5
848,999,35881.60938,19767.10547,5
849,999,27836.5,19767.10547,5
850,999,34639.60547,19767.10547,5
851,999,40136.97656,19767.10547,5
852,999,49383.25781,19767.10547,5
853,999,45402.19922,19767.10547,5
854,999,35921.64063,19767.10547,5
855,999,45560.17969,19767.10547,5
856,999,35150.78906,19767.10547,5
857,999,49155.66797,19767.10547,5
858,999,49955.49609,19767.10547,5
859,999,33363.65625,19767.10547,5
860,999,40269.92969,19767.10547,5
861,999,44868.55078,19767.10547,5
862,999,43400.10156,19767.10547,5
863,999,28371.67773,19767.10547,5
864,999,22071.9043,19767.10547,5
865,999,30469.79297,19767.10547,5
866,999,34845.21094,19767.10547,5
867,999,36131.17188,19767.10547,5
868,999,38441.60156,19767.10547,5
869,999,37603.29688,19767.10547,5
870,999,38120.82813,19767.10547,5
871,999,37832.41797,19767.10547,5
872,999,37839.45313,19767.10547,5
873,999,43036.53516,19767.10547,5
874,999,34980.25781,19767.10547,5
875,999,33798.85938,19767.10547,5
876,999,34242.76953,19767.10547,5
877,999,38832.53125,19767.10547,5
878,999,38008.19922,19767.10547,5
879,999,41516.74609,19767.10547,5
880,999,34896.46875,19767.10547,5
881,999,31391.28125,19767.10547,5
882,999,23316.83008,19767.10547,5
883,999,35481.22266,19767.10547,5
884,999,45528.08984,19767.10547,5
885,999,44686.87891,19767.10547,5
886,999,39913.40234,19767.10547,5
887,999,29549.23438,19767.10547,5
888,999,36579.78516,19767.10547,5
889,999,28883.54492,19767.10547,5
890,999,48241.4375,19767.10547,5
891,999,38622.98047,19767.10547,5
892,999,35287.32422,19767.10547,5
893,999,42839.1875,19767.10547,5
894,999,33480.44531,19767.10547,5
895,999,34550.49609,19767.10547,5
896,999,25508.52344,19767.10547,5
897,999,33309.19922,19767.10547,5
898,999,45005.28125,19767.10547,5
899,999,34880.33203,19767.10547,5
900,999,32204.7793,19767.10547,5
901,999,32056.88281,19767.10547,5
902,999,46887.43359,19767.10547,5
903,999,41640.35547,19767.10547,5
904,999,38011.39844,19767.10547,5
905,999,33944.34375,19767.10547,5
906,999,38534.63281,19767.10547,5
907,999,35315.46094,19767.10547,5
908,999,45611.26172,19767.10547,5
909,999,33813.08594,19767.10547,5
910,999,40080.52734,19767.10547,5
911,999,30140.50586,19767.10547,5
912,999,34383.01172,19767.10547,5
913,999,38489.16797,19767.10547,5
914,999,40389.58594,19767.10547,5
915,999,34913.06641,19767.10547,5
916,999,39218.93359,19767.10547,5
917,999,36387.87891,19767.10547,5
918,999,48853.49609,19767.10547,5
919,999,34074.01563,19767.10547,5
920,999,48336.27344,19767.10547,5
921,999,44649,19767.10547,5
922,999,39529.28516,19767.10547,5
923,999,34143.11719,19767.10547,5
924,999,35178.05859,19767.10547,5
925,999,31351.06641,19767.10547,5
926,999,44154.60938,19767.10547,5
927,999,32213.17383,19767.10547,5
928,999,31595.39063,19767.10547,5
929,999,29425.70117,19767.10547,5
930,999,35250.67188,19767.10547,5
931,999,27123.0918,19767.10547,5
932,999,39048.65625,19767.10547,5
933,999,33217.58594,19767.10547,5
934,999,32565.11133,19767.10547,5
935,999,39588.37891,19767.10547,5
936,999,27753.78516,19767.10547,5
937,999,38092.64063,19767.10547,5
938,999,37399.1875,19767.10547,5
939,999,33170.61719,19767.10547,5
940,999,32078.77344,19767.10547,5
941,999,38902.625,19767.10547,5
942,999,45204.98438,19767.10547,5
943,999,29717.14844,19767.10547,5
944,999,36909.63672,19767.10547,5
945,999,43094.89844,19767.10547,5
946,999,46842.35547,19767.10547,5
947,999,35278.44531,19767.10547,5
948,999,39195.87891,19767.10547,5
949,999,39438.17188,19767.10547,5
950,999,38493.42188,19767.10547,5
951,999,40938.30078,19767.10547,5
952,999,30015.42578,19767.10547,5
953,999,35570.48047,19767.10547,5
954,999,33010.47656,19767.10547,5
955,999,27983.22852,19767.10547,5
956,999,39531.03516,19767.10547,5
957,999,37492.77734,19767.10547,5
958,999,43362.90625,19767.10547,5
959,999,32190.01367,19767.10547,5
960,999,32881.55469,19767.10547,5
961,999,36763.73438,19767.10547,5
962,999,36048.07813,19767.10547,5
963,999,27333.00977,19767.10547,5
964,999,31375.10156,19767.10547,5
965,999,26662.49219,19767.10547,5
966,999,31474.99609,19767.10547,5
967,999,33144.61719,19767.10547,5
968,999,32033.20313,19767.10547,5
969,999,37399.10938,19767.10547,5
970,999,31942.56055,19767.10547,5
971,999,41031.51563,19767.10547,5
972,999,37918.33594,19767.10547,5
973,999,36968.34375,19767.10547,5
974,999,38013.08203,19767.10547,5
975,999,26245.7207,19767.10547,5
976,999,30734.55273,19767.10547,5
977,999,24965.88867,19767.10547,5
978,999,32405.93555,19767.10547,5
979,999,33028.35938,19767.10547,5
980,999,33048.30078,19767.10547,5
981,999,34537.64063,19767.10547,5
982,999,32989.14453,19767.10547,5
983,999,26192.49414,19767.10547,5
984,999,21056.69336,19767.10547,5
985,999,39101.37109,19767.10547,5
986,999,34339.39063,19767.10547,5
987,999,35654.91797,19767.10547,5
988,999,26908.70898,19767.10547,5
989,999,29069.32813,19767.10547,5
990,999,31692.75,19767.10547,5
991,999,32615.0918,19767.10547,5
992,999,30704.34375,19767.10547,5
993,999,30402.1875,19767.10547,5
994,999,40746.21875,19767.10547,5
995,999,35404.86328,19767.10547,5
996,999,25926.15039,19767.10547,5
997,999,38802.12109,19767.10547,5
998,999,33171.55078,19767.10547,5
999,999,26335.75391,19767.10547,5
1000,999,33966.79297,19767.10547,5
1001,999,30003.77539,19767.10547,5
1002,999,31749.39063,19767.10547,5
1003,999,32691.28906,19767.10547,5
1004,999,31690.76563,19767.10547,5
1005,999,38477.00391,19767.10547,5
1006,999,29317.79102,19767.10547,5
1007,999,26534.99023,19767.10547,5
1008,999,25132.56445,19767.10547,5
1009,999,28972.52734,19767.10547,5
1010,999,40597.44922,19767.10547,5
1011,999,33747.96094,19767.10547,5
1012,999,28499.9375,19767.10547,5
1013,999,27384.41797,19767.10547,5
1014,999,32363.14844,19767.10547,5
1015,999,27546.95508,19767.10547,5
1016,999,28544.44922,19767.10547,5
1017,999,28099.0332,19767.10547,5
1018,999,25181.27734,19767.10547,5
1019,999,29658.00586,19767.10547,5
1020,999,30705.16602,19767.10547,5
1021,999,27720.79102,19767.10547,5
1022,999,37290.58594,19767.10547,5
1023,999,25260.98633,19767.10547,5
1024,999,35653.30469,19767.10547,5
1025,999,25408.54688,19767.10547,5
1026,999,29867.67969,19767.10547,5
1027,999,41247.89063,19767.10547,5
1028,999,31425.20703,19767.10547,5
1029,999,19822.80664,19767.10547,5
1030,999,32869.8125,19767.10547,5
1031,999,36461.26172,19767.10547,5
1032,999,25953.04492,19767.10547,5
1033,999,22079.32031,19767.10547,5
1034,999,28871.57813,19767.10547,5
1035,999,27504.48438,19767.10547,5
1036,999,45913.95703,19767.10547,5
1037,999,26456.57617,19767.10547,5
1038,999,31205.35352,19767.10547,5
1039,999,33718.28516,19767.10547,5
1040,999,35324.07422,19767.10547,5
1041,999,30430.87109,19767.10547,5
1042,999,28754.55273,19767.10547,5
1043,999,28503.86328,19767.10547,5
1044,999,22920.5625,19767.10547,5
1045,999,25248.70117,19767.10547,5
1046,999,28814.39063,19767.10547,5
1047,999,28816.45117,19767.10547,5
1048,999,20786.125,19767.10547,5
1049,999,38819.32031,19767.10547,5
1050,999,30723.47266,19767.10547,5
1051,999,29949.66992,19767.10547,5
1052,999,30250.63281,19767.10547,5
1053,999,39060.94531,19767.10547,5
1054,999,26549.40625,19767.10547,5
1055,999,27170.81836,19767.10547,5
1056,999,34634.45703,19767.10547,5
1057,999,30439.58789,19767.10547,5
1058,999,39094.71875,19767.10547,5
1059,999,27808.5625,19767.10547,5
1060,999,24783.94727,19767.10547,5
1061,999,33987.33984,19767.10547,5
1062,999,26110,19767.10547,5
1063,999,29604.60156,19767.10547,5
1064,999,31192.90625,19767.10547,5
1065,999,33257.30859,19767.10547,5
1066,999,34237.42578,19767.10547,5
1067,999,30321.20508,19767.10547,5
1068,999,24082.59766,19767.10547,5
1069,999,31359.34375,19767.10547,5
1070,999,29925.94922,19767.10547,5
1071,999,24718.26563,19767.10547,5
1072,999,35569.43359,19767.10547,5
1073,999,34316.69922,19767.10547,5
1074,999,17784.15234,19767.10547,5
1075,999,24408.58789,17784.15234,6
1076,999,31953.22266,17784.15234,6
1077,999,31687.63867,17784.15234,6
1078,999,30481.31641,17784.15234,6
1079,999,28958.24805,17784.15234,6
1080,999,31040.54883,17784.15234,6
1081,999,29111.92969,17784.15234,6
1082,999,35632.94531,17784.15234,6
1083,999,30666.81055,17784.15234,6
1084,999,25299.11328,17784.15234,6
1085,999,34488.60156,17784.15234,6
1086,999,28077.67773,17784.15234,6
1087,999,29716.77734,17784.15234,6
1088,999,28511.73828,17784.15234,6
1089,999,24857.37109,17784.15234,6
1090,999,20419.82422,17784.15234,6
1091,999,37056.51563,17784.15234,6
1092,999,25810.5332,17784.15234,6
1093,999,17988.14648,17784.15234,6
1094,999,34011.64844,17784.15234,6
1095,999,25319.21094,17784.15234,6
1096,999,36185.27344,17784.15234,6
1097,999,26272.92578,17784.15234,6
1098,999,24643.45313,17784.15234,6
1099,999,23674.18555,17784.15234,6
1100,999,25969.7832,17784.15234,6
1101,999,28268.54883,17784.15234,6
1102,999,21846.625,17784.15234,6
1103,999,22614.64648,17784.15234,6
1104,999,24817.37891,17784.15234,6
1105,999,31742.63867,17784.15234,6
1106,999,28534.0918,17784.15234,6
1107,999,35427.82813,17784.15234,6
1108,999,26279.32422,17784.15234,6
1109,999,27212.49414,17784.15234,6
1110,999,25077.03125,17784.15234,6
1111,999,28043.59766,17784.15234,6
1112,999,27783.25586,17784.15234,6
1113,999,21656.00586,17784.15234,6
1114,999,25470.40039,17784.15234,6
1115,999,20823.75781,17784.15234,6
1116,999,24300.25,17784.15234,6
1117,999,24670.59766,17784.15234,6
1118,999,23623.5957,17784.15234,6
1119,999,28160.51953,17784.15234,6
1120,999,26445.53906,17784.15234,6
1121,999,28954.94922,17784.15234,6
1122,999,23834.77344,17784.15234,6
1123,999,19850.76953,17784.15234,6
1124,999,30964.56055,17784.15234,6
1125,999,19997.63477,17784.15234,6
1126,999,31087.46484,17784.15234,6
1127,999,27474.13477,17784.15234,6
1128,999,27542.96484,17784.15234,6
1129,999,23859.87695,17784.15234,6
1130,999,22685.44141,17784.15234,6
1131,999,20697.37109,17784.15234,6
1132,999,27648.37305,17784.15234,6
1133,999,16506.26172,17784.15234,6
1134,999,17947.38281,16506.26172,7
1135,999,19709.09961,16506.26172,7
1136,999,22264.14063,16506.26172,7
1137,999,30211.13281,16506.26172,7
1138,999,25326.16211,16506.26172,7
1139,999,35221.60938,16506.26172,7
1140,999,28734.74805,16506.26172,7
1141,999,28415.45117,16506.26172,7
1142,999,24629.63086,16506.26172,7
1143,999,14865.67383,16506.26172,7
1144,999,20305.62305,14865.67383,8
1145,999,30825.02344,14865.67383,8
1146,999,19815.11523,14865.67383,8
1147,999,31234.73047,14865.67383,8
1148,999,24146.01367,14865.67383,8
1149,999,18081.88672,14865.67383,8
1150,999,25872.05664,14865.67383,8
1151,999,18544.84961,14865.67383,8
1152,999,13942.64063,14865.67383,8
1153,999,18541.66797,13942.64063,9
1154,999,24972.16406,13942.64063,9
1155,999,30881.05469,13942.64063,9
1156,999,25208.67383,13942.64063,9
1157,999,26444.28516,13942.64063,9
1158,999,21832.74805,13942.64063,9
1159,999,23260.97852,13942.64063,9
1160,999,25987.68164,13942.64063,9
1161,999,22601.73438,13942.64063,9
1162,999,20538.08789,13942.64063,9
1163,999,22480.81641,13942.64063,9
1164,999,17277.08789,13942.64063,9
1165,999,25694.77148,13942.64063,9
1166,999,21025.53906,13942.64063,9
1167,999,25583.98828,13942.64063,9
1168,999,27768.0625,13942.64063,9
1169,999,20555.00586,13942.64063,9
1170,999,19205.70313,13942.64063,9
1171,999,24252.72852,13942.64063,9
1172,999,25994.14063,13942.64063,9
1173,999,21949.35156,13942.64063,9
1174,999,19827.93359,13942.64063,9
1175,999,20018.32031,13942.64063,9
1176,999,23264.06641,13942.64063,9
1177,999,22333.83203,13942.64063,9
1178,999,17080.4668,13942.64063,9
1179,999,23717.96875,13942.64063,9
1180,999,25538.07813,13942.64063,9
1181,999,15715.96289,13942.64063,9
1182,999,18412.47461,13942.64063,9
1183,999,21026.05664,13942.64063,9
1184,999,19240.79492,13942.64063,9
1185,999,18779.10742,13942.64063,9
1186,999,21701.35938,13942.64063,9
1187,999,17612.00586,13942.64063,9
1188,999,20412.72656,13942.64063,9
1189,999,31880.30078,13942.64063,9
1190,999,20010.85547,13942.64063,9
1191,999,20610.29297,13942.64063,9
1192,999,20383.06055,13942.64063,9
1193,999,16724.48438,13942.64063,9
1194,999,25527.23047,13942.64063,9
1195,999,21377.84961,13942.64063,9
1196,999,22440.4707,13942.64063,9
1197,999,14403.30762,13942.64063,9
1198,999,26909.14063,13942.64063,9
1199,999,22917.67773,13942.64063,9
1200,999,18753.48438,13942.64063,9
1201,999,22622.05664,13942.64063,9
1202,999,20342.64648,13942.64063,9
1203,999,15766.39258,13942.64063,9
1204,999,21443.26953,13942.64063,9
1205,999,21002.57422,13942.64063,9
1206,999,19270.33203,13942.64063,9
1207,999,22841.51758,13942.64063,9
1208,999,20257.63086,13942.64063,9
1209,999,17674.33789,13942.64063,9
1210,999,25276.20898,13942.64063,9
1211,999,19698.03711,13942.64063,9
1212,999,23391.69141,13942.64063,9
1213,999,26442.95508,13942.64063,9
1214,999,30860.70703,13942.64063,9
1215,999,25155.74023,13942.64063,9
1216,999,19902.93555,13942.64063,9
1217,999,20687.5918,13942.64063,9
1218,999,22117.42383,13942.64063,9
1219,999,20445.48633,13942.64063,9
1220,999,18660.01953,13942.64063,9
1221,999,22428.11719,13942.64063,9
1222,999,24287.22852,13942.64063,9
1223,999,16354.03711,13942.64063,9
1224,999,13882.16113,13942.64063,9
1225,999,21766.06641,13882.16113,10
1226,999,18867.86914,13882.16113,10
1227,999,20414.54102,13882.16113,10
1228,999,17995.38477,13882.16113,10
1229,999,20579.0293,13882.16113,10
1230,999,17421.89063,13882.16113,10
1231,999,22190.72656,13882.16113,10
1232,999,16450.96875,13882.16113,10
1233,999,25452.6582,13882.16113,10
1234,999,21696.60742,13882.16113,10
1235,999,20990.72461,13882.16113,10
1236,999,22372.19141,13882.16113,10
1237,999,14958.19531,13882.16113,10
1238,999,16188.44336,13882.16113,10
1239,999,15798.02539,13882.16113,10
1240,999,14993.23828,13882.16113,10
1241,999,16780.80469,13882.16113,10
1242,999,16999.52539,13882.16113,10
1243,999,17806.84961,13882.16113,10
1244,999,15839.39844,13882.16113,10
1245,999,16506.11328,13882.16113,10
1246,999,17615.83984,13882.16113,10
1247,999,16311.92676,13882.16113,10
1248,999,12631.28027,13882.16113,10
1249,999,16173.38281,12631.28027,11
1250,999,20192.30078,12631.28027,11
1251,999,20224.78711,12631.28027,11
1252,999,22036.97656,12631.28027,11
1253,999,21535.59961,12631.28027,11
1254,999,13280.4375,12631.28027,11
1255,999,19861.72656,12631.28027,11
1256,999,25658.30078,12631.28027,11
1257,999,25092.46875,12631.28027,11
1258,999,13672.5791,12631.28027,11
1259,999,19592.69727,12631.28027,11
1260,999,18575.2168,12631.28027,11
1261,999,19347.20508,12631.28027,11
1262,999,10857.66602,12631.28027,11
1263,999,8100.022461,10857.66602,12
1264,999,16483.70313,8100.022461,13
1265,999,14367.0957,8100.022461,13
1266,999,15588.71777,8100.022461,13
1267,999,19176.53906,8100.022461,13
1268,999,9887.712891,8100.022461,13
1269,999,19404.56445,8100.022461,13
1270,999,17237.50977,8100.022461,13
1271,999,12293.69531,8100.022461,13
1272,999,20766.56055,8100.022461,13
1273,999,20657.65625,8100.022461,13
1274,999,18204.74219,8100.022461,13
1275,999,16544.06445,8100.022461,13
1276,999,18394.98242,8100.022461,13
1277,999,20065.96875,8100.022461,13
1278,999,17989.68945,8100.022461,13
1279,999,17412.61328,8100.022461,13
1280,999,27428.68945,8100.022461,13
1281,999,17050.92188,8100.022461,13
1282,999,13140.89063,8100.022461,13
1283,999,14122.21875,8100.022461,13
1284,999,20791.1582,8100.022461,13
1285,999,18578.62109,8100.022461,13
1286,999,16093.44141,8100.022461,13
1287,999,17922.66797,8100.022461,13
1288,999,22389.97852,8100.022461,13
1289,999,11880.92969,8100.022461,13
1290,999,15775.85254,8100.022461,13
1291,999,13588.78223,8100.022461,13
1292,999,10159.96973,8100.022461,13
1293,999,17488.22852,8100.022461,13
1294,999,19560.68164,8100.022461,13
1295,999,20661.39648,8100.022461,13
1296,999,16971.11328,8100.022461,13
1297,999,18776.28516,8100.022461,13
1298,999,16082.66309,8100.022461,13
1299,999,18143.66211,8100.022461,13
1300,999,12825.75879,8100.022461,13
1301,999,8868.670898,8100.022461,13
1302,999,22878.52148,8100.022461,13
1303,999,22595.24609,8100.022461,13
1304,999,16101.82617,8100.022461,13
1305,999,14285.45508,8100.022461,13
1306,999,13950.16602,8100.022461,13
1307,999,15869.86816,8100.022461,13
1308,999,16729.1582,8100.022461,13
1309,999,16446.56641,8100.022461,13
1310,999,14994.96387,8100.022461,13
1311,999,12572.24707,8100.022461,13
1312,999,15005.85645,8100.022461,13
1313,999,13403.74414,8100.022461,13
1314,999,15131.16992,8100.022461,13
1315,999,13228.14648,8100.022461,13
1316,999,15531.33887,8100.022461,13
1317,999,13431.61035,8100.022461,13
1318,999,14192.70703,8100.022461,13
1319,999,14742.20215,8100.022461,13
1320,999,16307.93164,8100.022461,13
1321,999,16240.53125,8100.022461,13
1322,999,18320.10938,8100.022461,13
1323,999,17444.15234,8100.022461,13
1324,999,10810.6543,8100.022461,13
1325,999,16803.23438,8100.022461,13
1326,999,11619.58398,8100.022461,13
1327,999,8851.621094,8100.022461,13
1328,999,16069.07813,8100.022461,13
1329,999,13753.11621,8100.022461,13
1330,999,9853.753906,8100.022461,13
1331,999,12313.4248,8100.022461,13
1332,999,11150.70801,8100.022461,13
1333,999,11353.60547,8100.022461,13
1334,999,15763.65332,8100.022461,13
1335,999,11358.44727,8100.022461,13
1336,999,14101.47168,8100.022461,13
1337,999,13009.40039,8100.022461,13
1338,999,15250.56934,8100.022461,13
1339,999,16590.22461,8100.022461,13
1340,999,10239.68164,8100.022461,13
1341,999,12529.0791,8100.022461,13
1342,999,11159.02637,8100.022461,13
1343,999,21410.0293,8100.022461,13
1344,999,15952.77344,8100.022461,13
1345,999,17094.59961,8100.022461,13
1346,999,16524.92188,8100.022461,13
1347,999,16055.34961,8100.022461,13
1348,999,9094.334961,8100.022461,13
1349,999,19347.37891,8100.022461,13
1350,999,10462.06641,8100.022461,13
1351,999,14013.44336,8100.022461,13
1352,999,11995.71094,8100.022461,13
1353,999,8963.264648,8100.022461,13
1354,999,15832.2627,8100.022461,13
1355,999,16520.35352,8100.022461,13
1356,999,11483.99902,8100.022461,13
1357,999,18460.60742,8100.022461,13
1358,999,12171.1543,8100.022461,13
1359,999,9162.455078,8100.022461,13
1360,999,10675.99316,8100.022461,13
1361,999,11517.52539,8100.022461,13
1362,999,10837.66406,8100.022461,13
1363,999,12618.5957,8100.022461,13
1364,999,8101.108398,8100.022461,13
1365,999,13640.19434,8100.022461,13
1366,999,15630.62988,8100.022461,13
1367,999,8730.333984,8100.022461,13
1368,999,9527.171875,8100.022461,13
1369,999,13391.125,8100.022461,13
1370,999,8400.128906,8100.022461,13
1371,999,8154.967773,8100.022461,13
1372,999,7870.228027,8100.022461,13
1373,999,7518.531738,7870.228027,14
1374,999,12021.3877,7518.531738,15
1375,999,12279.3125,7518.531738,15
1376,999,12660.24023,7518.531738,15
1377,999,12849.19922,7518.531738,15
1378,999,15910.24219,7518.531738,15
1379,999,11850.66602,7518.531738,15
1380,999,11732.97852,7518.531738,15
1381,999,4458.396484,7518.531738,15
1382,999,4058.893311,4458.396484,16
1383,999,10749.33105,4058.893311,17
1384,999,14251.1543,4058.893311,17
1385,999,10345.18652,4058.893311,17
1386,999,9359.667969,4058.893311,17
1387,999,13053.24414,4058.893311,17
1388,999,5190.251465,4058.893311,17
1389,999,16683.78711,4058.893311,17
1390,999,10042.62891,4058.893311,17
1391,999,5024.883301,4058.893311,17
1392,999,16570.61133,4058.893311,17
1393,999,8256.725586,4058.893311,17
1394,999,11447.4209,4058.893311,17
1395,999,3772.719482,4058.893311,17
1396,999,10819.94629,3772.719482,18
1397,999,15436.64355,3772.719482,18
1398,999,16492.30664,3772.719482,18
1399,999,8724.569336,3772.719482,18
1400,999,8802.208008,3772.719482,18
1401,999,7761.342773,3772.719482,18
1402,999,10480.52344,3772.719482,18
1403,999,14669.9707,3772.719482,18
1404,999,10797.63086,3772.719482,18
1405,999,8887.890625,3772.719482,18
1406,999,11851.09766,3772.719482,18
1407,999,8650.954102,3772.719482,18
1408,999,7000.441895,3772.719482,18
1409,999,11132.60645,3772.719482,18
1410,999,8948.611328,3772.719482,18
1411,999,9317.305664,3772.719482,18
1412,999,7361.270508,3772.719482,18
1413,999,9794.526367,3772.719482,18
1414,999,5730.404297,3772.719482,18
1415,999,10235.73828,3772.719482,18
1416,999,10717.08203,3772.719482,18
1417,999,7565.796875,3772.719482,18
1418,999,5581.751953,3772.719482,18
1419,999,9333.661133,3772.719482,18
1420,999,8857.817383,3772.719482,18
1421,999,10383.87891,3772.719482,18
1422,999,8084.377441,3772.719482,18
1423,999,7848.32666,3772.719482,18
1424,999,5496.196777,3772.719482,18
1425,999,14744.64844,3772.719482,18
1426,999,11859.41504,3772.719482,18
1427,999,5000.135254,3772.719482,18
1428,999,5400.274902,3772.719482,18
1429,999,7996.271973,3772.719482,18
1430,999,6485.015137,3772.719482,18
1431,999,9137.136719,3772.719482,18
1432,999,8542.305664,3772.719482,18
1433,999,12383.46289,3772.719482,18
1434,999,7913.074219,3772.719482,18
1435,999,6285.785156,3772.719482,18
1436,999,5622.726563,3772.719482,18
1437,999,9110.293945,3772.719482,18
1438,999,8622.111328,3772.719482,18
1439,999,4668.312988,3772.719482,18
1440,999,7877.053711,3772.719482,18
1441,999,6552.558594,3772.719482,18
1442,999,5504.786621,3772.719482,18
1443,999,6446.972168,3772.719482,18
1444,999,13370.7832,3772.719482,18
1445,999,9764.71875,3772.719482,18
1446,999,4787.535156,3772.719482,18
1447,999,7872.702148,3772.719482,18
1448,999,10977.16113,3772.719482,18
1449,999,7167.26709,3772.719482,18
1450,999,3481.139648,3772.719482,18
1451,999,6821.596191,3481.139648,19
1452,999,2924.850098,3481.139648,19
1453,999,6565.913574,2924.850098,20
1454,999,6810.660645,2924.850098,20
1455,999,7344.739258,2924.850098,20
1456,999,10356.00586,2924.850098,20
1457,999,10039.93457,2924.850098,20
1458,999,9918.395508,2924.850098,20
1459,999,5037.721191,2924.850098,20
1460,999,6087.324219,2924.850098,20
1461,999,5705.959473,2924.850098,20
1462,999,8788.678711,2924.850098,20
1463,999,9871.623047,2924.850098,20
1464,999,4267.32373,2924.850098,20
1465,999,7373.595703,2924.850098,20
1466,999,7117.942383,2924.850098,20
1467,999,11254.87598,2924.850098,20
1468,999,5835.742676,2924.850098,20
1469,999,11824.69531,2924.850098,20
1470,999,7418.479004,2924.850098,20
1471,999,8156.910645,2924.850098,20
1472,999,6707.650391,2924.850098,20
1473,999,3294.703125,2924.850098,20
1474,999,8765.27832,2924.850098,20
1475,999,7699.263672,2924.850098,20
1476,999,3680.015869,2924.850098,20
1477,999,4752.371582,2924.850098,20
1478,999,2864.63501,2924.850098,20
1479,999,7468.004883,2864.63501,21
1480,999,6344.780762,2864.63501,21
1481,999,2281.533691,2864.63501,21
1482,999,5973.58252,2281.533691,22
1483,999,7488.655273,2281.533691,22
1484,999,2524.516846,2281.533691,22
1485,999,6994.616699,2281.533691,22
1486,999,7059.947266,2281.533691,22
1487,999,8545.166992,2281.533691,22
1488,999,6070.817871,2281.533691,22
1489,999,2060.220947,2281.533691,22
1490,999,7299.899414,2060.220947,23
1491,999,6876.128906,2060.220947,23
1492,999,6669.787598,2060.220947,23
1493,999,5072.416016,2060.220947,23
1494,999,9037.595703,2060.220947,23
1495,999,6219.114746,2060.220947,23
1496,999,10401.21289,2060.220947,23
1497,999,3574.409912,2060.220947,23
1498,999,3481.15625,2060.220947,23
1499,999,2023.214111,2060.220947,23
1500,999,7198.884766,2023.214111,24
1501,999,7900.604492,2023.214111,24
1502,999,6668.291016,2023.214111,24
1503,999,5008.753906,2023.214111,24
1504,999,8783.834961,2023.214111,24
1505,999,2253.823242,2023.214111,24
1506,999,7525.571777,2023.214111,24
1507,999,8099.480957,2023.214111,24
1508,999,9058.298828,2023.214111,24
1509,999,4435.09668,2023.214111,24
1510,999,5428.675781,2023.214111,24
1511,999,3869.092773,2023.214111,24
1512,999,3457.584717,2023.214111,24
1513,999,9590.119141,2023.214111,24
1514,999,3549.638428,2023.214111,24
1515,999,7877.222656,2023.214111,24
1516,999,7287.865234,2023.214111,24
